query,label,optimization_success,ues_bounds,ues_final_bound,optimization_time,ues_join_path
"SELECT COUNT(*) FROM movie_info_idx AS miidx JOIN info_type AS it ON it.id = miidx.info_type_id AND it.info = 'rating' JOIN title AS t ON miidx.movie_id = t.id AND t.title <> '' AND (t.title LIKE '%Champion%' OR t.title LIKE '%Loser%') JOIN kind_type AS kt ON kt.id = t.kind_id AND kt.kind = 'movie' JOIN (SELECT mi.info_type_id AS mi_info_type_id, mi.movie_id AS mi_movie_id, it2.id AS it2_id FROM movie_info AS mi JOIN info_type AS it2 ON it2.id = mi.info_type_id AND it2.info = 'release dates') AS it2_mi ON it2_mi.mi_movie_id = t.id AND it2_mi.mi_movie_id = miidx.movie_id JOIN (SELECT ct.id AS ct_id, mc.company_id AS mc_company_id, mc.movie_id AS mc_movie_id, mc.company_type_id AS mc_company_type_id, cn.id AS cn_id FROM movie_companies AS mc JOIN company_type AS ct ON ct.id = mc.company_type_id AND ct.kind = 'production companies' JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[us]') AS cn_ct_mc ON cn_ct_mc.mc_movie_id = t.id AND it2_mi.mi_movie_id = cn_ct_mc.mc_movie_id AND miidx.movie_id = cn_ct_mc.mc_movie_id",13b,True,"[{""join"": [""kind_type AS kt"", ""title AS t"", ""info_type AS it"", ""movie_info_idx AS miidx""], ""bound"": 15793, ""input_bounds"": []}, {""join"": [""info_type AS it2"", ""movie_info AS mi"", ""kind_type AS kt"", ""title AS t"", ""info_type AS it"", ""movie_info_idx AS miidx""], ""bound"": 964988, ""input_bounds"": [24988010, 15793]}, {""join"": [""company_name AS cn"", ""company_type AS ct"", ""movie_companies AS mc"", ""info_type AS it2"", ""movie_info AS mi"", ""kind_type AS kt"", ""title AS t"", ""info_type AS it"", ""movie_info_idx AS miidx""], ""bound"": 64469180, ""input_bounds"": [4958296, 964988]}]",64469180,0.012919,miidx it t kt (mi it2) (mc ct cn)
"SELECT COUNT(*) FROM movie_info_idx AS miidx JOIN info_type AS it ON it.id = miidx.info_type_id AND it.info = 'rating' JOIN title AS t ON miidx.movie_id = t.id AND t.title <> '' AND (t.title LIKE 'Champion%' OR t.title LIKE 'Loser%') JOIN kind_type AS kt ON kt.id = t.kind_id AND kt.kind = 'movie' JOIN (SELECT ct.id AS ct_id, mc.company_id AS mc_company_id, mc.movie_id AS mc_movie_id, mc.company_type_id AS mc_company_type_id, cn.id AS cn_id FROM movie_companies AS mc JOIN company_type AS ct ON ct.id = mc.company_type_id AND ct.kind = 'production companies' JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[us]') AS cn_ct_mc ON cn_ct_mc.mc_movie_id = t.id AND miidx.movie_id = cn_ct_mc.mc_movie_id JOIN (SELECT mi.info_type_id AS mi_info_type_id, mi.movie_id AS mi_movie_id, it2.id AS it2_id FROM movie_info AS mi JOIN info_type AS it2 ON it2.id = mi.info_type_id AND it2.info = 'release dates') AS it2_mi ON it2_mi.mi_movie_id = t.id AND it2_mi.mi_movie_id = miidx.movie_id AND it2_mi.mi_movie_id = cn_ct_mc.mc_movie_id",13c,True,"[{""join"": [""kind_type AS kt"", ""title AS t"", ""info_type AS it"", ""movie_info_idx AS miidx""], ""bound"": 3224, ""input_bounds"": []}, {""join"": [""company_name AS cn"", ""company_type AS ct"", ""movie_companies AS mc"", ""kind_type AS kt"", ""title AS t"", ""info_type AS it"", ""movie_info_idx AS miidx""], ""bound"": 207752, ""input_bounds"": [4958296, 3224]}, {""join"": [""info_type AS it2"", ""movie_info AS mi"", ""company_name AS cn"", ""company_type AS ct"", ""movie_companies AS mc"", ""kind_type AS kt"", ""title AS t"", ""info_type AS it"", ""movie_info_idx AS miidx""], ""bound"": 64469180, ""input_bounds"": [24988010, 207752]}]",64469180,0.012717,miidx it t kt (mc ct cn) (mi it2)
"SELECT COUNT(*) FROM movie_info_idx AS miidx JOIN info_type AS it ON it.id = miidx.info_type_id AND it.info = 'rating' JOIN title AS t ON miidx.movie_id = t.id JOIN kind_type AS kt ON kt.id = t.kind_id AND kt.kind = 'movie' JOIN (SELECT mi.info_type_id AS mi_info_type_id, mi.movie_id AS mi_movie_id, it2.id AS it2_id FROM movie_info AS mi JOIN info_type AS it2 ON it2.id = mi.info_type_id AND it2.info = 'release dates') AS it2_mi ON it2_mi.mi_movie_id = t.id AND it2_mi.mi_movie_id = miidx.movie_id JOIN (SELECT ct.id AS ct_id, mc.company_id AS mc_company_id, mc.movie_id AS mc_movie_id, mc.company_type_id AS mc_company_type_id, cn.id AS cn_id FROM movie_companies AS mc JOIN company_type AS ct ON ct.id = mc.company_type_id AND ct.kind = 'production companies' JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[us]') AS cn_ct_mc ON cn_ct_mc.mc_movie_id = t.id AND it2_mi.mi_movie_id = cn_ct_mc.mc_movie_id AND miidx.movie_id = cn_ct_mc.mc_movie_id",13d,True,"[{""join"": [""kind_type AS kt"", ""title AS t"", ""info_type AS it"", ""movie_info_idx AS miidx""], ""bound"": 15793, ""input_bounds"": []}, {""join"": [""info_type AS it2"", ""movie_info AS mi"", ""kind_type AS kt"", ""title AS t"", ""info_type AS it"", ""movie_info_idx AS miidx""], ""bound"": 964988, ""input_bounds"": [24988010, 15793]}, {""join"": [""company_name AS cn"", ""company_type AS ct"", ""movie_companies AS mc"", ""info_type AS it2"", ""movie_info AS mi"", ""kind_type AS kt"", ""title AS t"", ""info_type AS it"", ""movie_info_idx AS miidx""], ""bound"": 64469180, ""input_bounds"": [4958296, 964988]}]",64469180,0.01092,miidx it t kt (mi it2) (mc ct cn)
"SELECT COUNT(*) FROM movie_info_idx AS mi_idx JOIN info_type AS it2 ON it2.id = mi_idx.info_type_id AND it2.info = 'rating' AND mi_idx.info < '8.5' JOIN title AS t ON t.id = mi_idx.movie_id AND t.production_year > 2010 JOIN kind_type AS kt ON kt.id = t.kind_id AND kt.kind = 'movie' JOIN (SELECT k.id AS k_id, mk.keyword_id AS mk_keyword_id, mk.movie_id AS mk_movie_id FROM movie_keyword AS mk JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword IN ('murder', 'murder-in-title', 'blood', 'violence')) AS k_mk ON t.id = k_mk.mk_movie_id AND k_mk.mk_movie_id = mi_idx.movie_id JOIN (SELECT it1.id AS it1_id, mi.info_type_id AS mi_info_type_id, mi.movie_id AS mi_movie_id FROM movie_info AS mi JOIN info_type AS it1 ON it1.id = mi.info_type_id AND it1.info = 'countries' AND mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'USA', 'American')) AS it1_mi ON t.id = it1_mi.mi_movie_id AND k_mk.mk_movie_id = it1_mi.mi_movie_id AND it1_mi.mi_movie_id = mi_idx.movie_id",14a,True,"[{""join"": [""kind_type AS kt"", ""title AS t"", ""info_type AS it2"", ""movie_info_idx AS mi_idx""], ""bound"": 15793, ""input_bounds"": []}, {""join"": [""keyword AS k"", ""movie_keyword AS mk"", ""kind_type AS kt"", ""title AS t"", ""info_type AS it2"", ""movie_info_idx AS mi_idx""], ""bound"": 103156, ""input_bounds"": [7480087, 15793]}, {""join"": [""info_type AS it1"", ""movie_info AS mi"", ""keyword AS k"", ""movie_keyword AS mk"", ""kind_type AS kt"", ""title AS t"", ""info_type AS it2"", ""movie_info_idx AS mi_idx""], ""bound"": 49030986, ""input_bounds"": [1140363, 103156]}]",49030986,0.013296,mi_idx it2 t kt (mk k) (mi it1)
"SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword IN ('murder', 'murder-in-title') JOIN title AS t ON t.id = mk.movie_id AND t.production_year > 2010 AND (t.title LIKE '%murder%' OR t.title LIKE '%Murder%' OR t.title LIKE '%Mord%') JOIN kind_type AS kt ON kt.id = t.kind_id AND kt.kind = 'movie' JOIN (SELECT mi_idx.info_type_id AS mi_idx_info_type_id, mi_idx.movie_id AS mi_idx_movie_id, it2.id AS it2_id FROM movie_info_idx AS mi_idx JOIN info_type AS it2 ON it2.id = mi_idx.info_type_id AND it2.info = 'rating' AND mi_idx.info > '6.0') AS it2_mi_idx ON t.id = it2_mi_idx.mi_idx_movie_id AND mk.movie_id = it2_mi_idx.mi_idx_movie_id JOIN (SELECT it1.id AS it1_id, mi.info_type_id AS mi_info_type_id, mi.movie_id AS mi_movie_id FROM movie_info AS mi JOIN info_type AS it1 ON it1.id = mi.info_type_id AND it1.info = 'countries' AND mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'USA', 'American')) AS it1_mi ON t.id = it1_mi.mi_movie_id AND mk.movie_id = it1_mi.mi_movie_id AND it1_mi.mi_movie_id = it2_mi_idx.mi_idx_movie_id",14b,True,"[{""join"": [""kind_type AS kt"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 12895, ""input_bounds"": []}, {""join"": [""info_type AS it2"", ""movie_info_idx AS mi_idx"", ""kind_type AS kt"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 51580, ""input_bounds"": [799372, 12895]}, {""join"": [""info_type AS it1"", ""movie_info AS mi"", ""info_type AS it2"", ""movie_info_idx AS mi_idx"", ""kind_type AS kt"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 25129524, ""input_bounds"": [1140363, 51580]}]",25129524,0.014316,mk k t kt (mi_idx it2) (mi it1)
"SELECT COUNT(*) FROM movie_info_idx AS mi_idx JOIN info_type AS it2 ON it2.id = mi_idx.info_type_id AND it2.info = 'rating' AND mi_idx.info < '8.5' JOIN title AS t ON t.id = mi_idx.movie_id AND t.production_year > 2005 JOIN kind_type AS kt ON kt.id = t.kind_id AND kt.kind IN ('movie', 'episode') JOIN (SELECT k.id AS k_id, mk.keyword_id AS mk_keyword_id, mk.movie_id AS mk_movie_id FROM movie_keyword AS mk JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword IS NOT NULL AND k.keyword IN ('murder', 'murder-in-title', 'blood', 'violence')) AS k_mk ON t.id = k_mk.mk_movie_id AND k_mk.mk_movie_id = mi_idx.movie_id JOIN (SELECT it1.id AS it1_id, mi.info_type_id AS mi_info_type_id, mi.movie_id AS mi_movie_id FROM movie_info AS mi JOIN info_type AS it1 ON it1.id = mi.info_type_id AND it1.info = 'countries' AND mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Danish', 'Norwegian', 'German', 'USA', 'American')) AS it1_mi ON t.id = it1_mi.mi_movie_id AND k_mk.mk_movie_id = it1_mi.mi_movie_id AND it1_mi.mi_movie_id = mi_idx.movie_id",14c,True,"[{""join"": [""kind_type AS kt"", ""title AS t"", ""info_type AS it2"", ""movie_info_idx AS mi_idx""], ""bound"": 15793, ""input_bounds"": []}, {""join"": [""keyword AS k"", ""movie_keyword AS mk"", ""kind_type AS kt"", ""title AS t"", ""info_type AS it2"", ""movie_info_idx AS mi_idx""], ""bound"": 103156, ""input_bounds"": [7480087, 15793]}, {""join"": [""info_type AS it1"", ""movie_info AS mi"", ""keyword AS k"", ""movie_keyword AS mk"", ""kind_type AS kt"", ""title AS t"", ""info_type AS it2"", ""movie_info_idx AS mi_idx""], ""bound"": 49315370, ""input_bounds"": [1150502, 103156]}]",49315370,0.014127,mi_idx it2 t kt (mk k) (mi it1)
SELECT COUNT(*) FROM movie_info AS mi JOIN info_type AS it1 ON it1.id = mi.info_type_id AND it1.info = 'release dates' AND mi.note LIKE '%internet%' AND mi.info LIKE 'USA:% 200%' JOIN title AS t ON t.id = mi.movie_id AND t.production_year > 2000 JOIN aka_title AS at ON t.id = at.movie_id AND mi.movie_id = at.movie_id JOIN movie_companies AS mc ON t.id = mc.movie_id AND mi.movie_id = mc.movie_id AND mc.movie_id = at.movie_id AND mc.note LIKE '%(200%)%' AND mc.note LIKE '%(worldwide)%' JOIN company_type AS ct ON ct.id = mc.company_type_id JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[us]' JOIN movie_keyword AS mk ON t.id = mk.movie_id AND mk.movie_id = mi.movie_id AND mk.movie_id = mc.movie_id AND mk.movie_id = at.movie_id JOIN keyword AS k ON k.id = mk.keyword_id,15a,True,"[{""join"": [""title AS t"", ""info_type AS it1"", ""movie_info AS mi""], ""bound"": 670, ""input_bounds"": []}, {""join"": [""aka_title AS at"", ""title AS t"", ""info_type AS it1"", ""movie_info AS mi""], ""bound"": 10474, ""input_bounds"": [528268, 670]}, {""join"": [""company_name AS cn"", ""company_type AS ct"", ""movie_companies AS mc"", ""aka_title AS at"", ""title AS t"", ""info_type AS it1"", ""movie_info AS mi""], ""bound"": 700633, ""input_bounds"": [22527, 10474]}, {""join"": [""keyword AS k"", ""movie_keyword AS mk"", ""company_name AS cn"", ""company_type AS ct"", ""movie_companies AS mc"", ""aka_title AS at"", ""title AS t"", ""info_type AS it1"", ""movie_info AS mi""], ""bound"": 293943249, ""input_bounds"": [7480087, 700633]}]",293943249,0.017442,mi it1 t at mc ct cn mk k
SELECT COUNT(*) FROM movie_info AS mi JOIN info_type AS it1 ON it1.id = mi.info_type_id AND it1.info = 'release dates' AND mi.note LIKE '%internet%' AND mi.info LIKE 'USA:% 200%' JOIN title AS t ON t.id = mi.movie_id AND t.production_year BETWEEN 2005 AND 2010 JOIN aka_title AS at ON t.id = at.movie_id AND mi.movie_id = at.movie_id JOIN movie_companies AS mc ON t.id = mc.movie_id AND mi.movie_id = mc.movie_id AND mc.movie_id = at.movie_id AND mc.note LIKE '%(200%)%' AND mc.note LIKE '%(worldwide)%' JOIN company_type AS ct ON ct.id = mc.company_type_id JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[us]' AND cn.name = 'YouTube' JOIN movie_keyword AS mk ON t.id = mk.movie_id AND mk.movie_id = mi.movie_id AND mk.movie_id = mc.movie_id AND mk.movie_id = at.movie_id JOIN keyword AS k ON k.id = mk.keyword_id,15b,True,"[{""join"": [""title AS t"", ""info_type AS it1"", ""movie_info AS mi""], ""bound"": 670, ""input_bounds"": []}, {""join"": [""aka_title AS at"", ""title AS t"", ""info_type AS it1"", ""movie_info AS mi""], ""bound"": 10474, ""input_bounds"": [528268, 670]}, {""join"": [""company_name AS cn"", ""company_type AS ct"", ""movie_companies AS mc"", ""aka_title AS at"", ""title AS t"", ""info_type AS it1"", ""movie_info AS mi""], ""bound"": 700633, ""input_bounds"": [22527, 10474]}, {""join"": [""keyword AS k"", ""movie_keyword AS mk"", ""company_name AS cn"", ""company_type AS ct"", ""movie_companies AS mc"", ""aka_title AS at"", ""title AS t"", ""info_type AS it1"", ""movie_info AS mi""], ""bound"": 293943249, ""input_bounds"": [7480087, 700633]}]",293943249,0.016162,mi it1 t at mc ct cn mk k
SELECT COUNT(*) FROM movie_info AS mi JOIN info_type AS it1 ON it1.id = mi.info_type_id AND it1.info = 'release dates' AND mi.note LIKE '%internet%' AND mi.info IS NOT NULL AND (mi.info LIKE 'USA:% 199%' OR mi.info LIKE 'USA:% 200%') JOIN title AS t ON t.id = mi.movie_id AND t.production_year > 1990 JOIN aka_title AS at ON t.id = at.movie_id AND mi.movie_id = at.movie_id JOIN movie_companies AS mc ON t.id = mc.movie_id AND mi.movie_id = mc.movie_id AND mc.movie_id = at.movie_id JOIN company_type AS ct ON ct.id = mc.company_type_id JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[us]' JOIN movie_keyword AS mk ON t.id = mk.movie_id AND mk.movie_id = mi.movie_id AND mk.movie_id = mc.movie_id AND mk.movie_id = at.movie_id JOIN keyword AS k ON k.id = mk.keyword_id,15c,True,"[{""join"": [""title AS t"", ""info_type AS it1"", ""movie_info AS mi""], ""bound"": 834, ""input_bounds"": []}, {""join"": [""aka_title AS at"", ""title AS t"", ""info_type AS it1"", ""movie_info AS mi""], ""bound"": 12913, ""input_bounds"": [528268, 834]}, {""join"": [""company_name AS cn"", ""company_type AS ct"", ""movie_companies AS mc"", ""aka_title AS at"", ""title AS t"", ""info_type AS it1"", ""movie_info AS mi""], ""bound"": 863749, ""input_bounds"": [4958296, 12913]}, {""join"": [""keyword AS k"", ""movie_keyword AS mk"", ""company_name AS cn"", ""company_type AS ct"", ""movie_companies AS mc"", ""aka_title AS at"", ""title AS t"", ""info_type AS it1"", ""movie_info AS mi""], ""bound"": 362030364, ""input_bounds"": [7480087, 863749]}]",362030364,0.016287,mi it1 t at mc ct cn mk k
SELECT COUNT(*) FROM movie_info AS mi JOIN info_type AS it1 ON it1.id = mi.info_type_id AND it1.info = 'release dates' AND mi.note LIKE '%internet%' JOIN title AS t ON t.id = mi.movie_id AND t.production_year > 1990 JOIN aka_title AS at ON t.id = at.movie_id AND mi.movie_id = at.movie_id JOIN movie_companies AS mc ON t.id = mc.movie_id AND mi.movie_id = mc.movie_id AND mc.movie_id = at.movie_id JOIN company_type AS ct ON ct.id = mc.company_type_id JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[us]' JOIN movie_keyword AS mk ON t.id = mk.movie_id AND mk.movie_id = mi.movie_id AND mk.movie_id = mc.movie_id AND mk.movie_id = at.movie_id JOIN keyword AS k ON k.id = mk.keyword_id,15d,True,"[{""join"": [""title AS t"", ""info_type AS it1"", ""movie_info AS mi""], ""bound"": 15537, ""input_bounds"": []}, {""join"": [""aka_title AS at"", ""title AS t"", ""info_type AS it1"", ""movie_info AS mi""], ""bound"": 238272, ""input_bounds"": [528268, 15537]}, {""join"": [""company_name AS cn"", ""company_type AS ct"", ""movie_companies AS mc"", ""aka_title AS at"", ""title AS t"", ""info_type AS it1"", ""movie_info AS mi""], ""bound"": 15838086, ""input_bounds"": [4958296, 238272]}, {""join"": [""keyword AS k"", ""movie_keyword AS mk"", ""company_name AS cn"", ""company_type AS ct"", ""movie_companies AS mc"", ""aka_title AS at"", ""title AS t"", ""info_type AS it1"", ""movie_info AS mi""], ""bound"": 6615776875, ""input_bounds"": [7480087, 15838086]}]",6615776875,0.014773,mi it1 t at mc ct cn mk k
SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON mk.keyword_id = k.id AND k.keyword = 'character-name-in-title' JOIN title AS t ON t.id = mk.movie_id AND t.episode_nr >= 50 AND t.episode_nr < 100 JOIN movie_companies AS mc ON t.id = mc.movie_id AND mc.movie_id = mk.movie_id JOIN company_name AS cn ON mc.company_id = cn.id AND cn.country_code = '[us]' JOIN cast_info AS ci ON ci.movie_id = t.id AND ci.movie_id = mc.movie_id AND ci.movie_id = mk.movie_id JOIN name AS n ON n.id = ci.person_id JOIN aka_name AS an ON an.person_id = n.id AND an.person_id = ci.person_id,16a,True,"[{""join"": [""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 6447, ""input_bounds"": []}, {""join"": [""company_name AS cn"", ""movie_companies AS mc"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 441856, ""input_bounds"": [4958296, 6447]}, {""join"": [""name AS n"", ""cast_info AS ci"", ""company_name AS cn"", ""movie_companies AS mc"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 200602624, ""input_bounds"": [63475827, 441856]}, {""join"": [""aka_name AS an"", ""name AS n"", ""cast_info AS ci"", ""company_name AS cn"", ""movie_companies AS mc"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 5917777408, ""input_bounds"": [1312273, 200602624]}]",5917777408,0.010466,mk k t mc cn ci n an
SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON mk.keyword_id = k.id AND k.keyword = 'character-name-in-title' JOIN title AS t ON t.id = mk.movie_id JOIN movie_companies AS mc ON t.id = mc.movie_id AND mc.movie_id = mk.movie_id JOIN company_name AS cn ON mc.company_id = cn.id AND cn.country_code = '[us]' JOIN cast_info AS ci ON ci.movie_id = t.id AND ci.movie_id = mc.movie_id AND ci.movie_id = mk.movie_id JOIN name AS n ON n.id = ci.person_id JOIN aka_name AS an ON an.person_id = n.id AND an.person_id = ci.person_id,16b,True,"[{""join"": [""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 6447, ""input_bounds"": []}, {""join"": [""company_name AS cn"", ""movie_companies AS mc"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 441856, ""input_bounds"": [4958296, 6447]}, {""join"": [""name AS n"", ""cast_info AS ci"", ""company_name AS cn"", ""movie_companies AS mc"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 200602624, ""input_bounds"": [63475827, 441856]}, {""join"": [""aka_name AS an"", ""name AS n"", ""cast_info AS ci"", ""company_name AS cn"", ""movie_companies AS mc"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 5917777408, ""input_bounds"": [1312273, 200602624]}]",5917777408,0.009184,mk k t mc cn ci n an
SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON mk.keyword_id = k.id AND k.keyword = 'character-name-in-title' JOIN title AS t ON t.id = mk.movie_id AND t.episode_nr < 100 JOIN movie_companies AS mc ON t.id = mc.movie_id AND mc.movie_id = mk.movie_id JOIN company_name AS cn ON mc.company_id = cn.id AND cn.country_code = '[us]' JOIN cast_info AS ci ON ci.movie_id = t.id AND ci.movie_id = mc.movie_id AND ci.movie_id = mk.movie_id JOIN name AS n ON n.id = ci.person_id JOIN aka_name AS an ON an.person_id = n.id AND an.person_id = ci.person_id,16c,True,"[{""join"": [""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 6447, ""input_bounds"": []}, {""join"": [""company_name AS cn"", ""movie_companies AS mc"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 441856, ""input_bounds"": [4958296, 6447]}, {""join"": [""name AS n"", ""cast_info AS ci"", ""company_name AS cn"", ""movie_companies AS mc"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 200602624, ""input_bounds"": [63475827, 441856]}, {""join"": [""aka_name AS an"", ""name AS n"", ""cast_info AS ci"", ""company_name AS cn"", ""movie_companies AS mc"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 5917777408, ""input_bounds"": [1312273, 200602624]}]",5917777408,0.009944,mk k t mc cn ci n an
SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON mk.keyword_id = k.id AND k.keyword = 'character-name-in-title' JOIN title AS t ON t.id = mk.movie_id AND t.episode_nr >= 5 AND t.episode_nr < 100 JOIN movie_companies AS mc ON t.id = mc.movie_id AND mc.movie_id = mk.movie_id JOIN company_name AS cn ON mc.company_id = cn.id AND cn.country_code = '[us]' JOIN cast_info AS ci ON ci.movie_id = t.id AND ci.movie_id = mc.movie_id AND ci.movie_id = mk.movie_id JOIN name AS n ON n.id = ci.person_id JOIN aka_name AS an ON an.person_id = n.id AND an.person_id = ci.person_id,16d,True,"[{""join"": [""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 6447, ""input_bounds"": []}, {""join"": [""company_name AS cn"", ""movie_companies AS mc"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 441856, ""input_bounds"": [4958296, 6447]}, {""join"": [""name AS n"", ""cast_info AS ci"", ""company_name AS cn"", ""movie_companies AS mc"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 200602624, ""input_bounds"": [63475827, 441856]}, {""join"": [""aka_name AS an"", ""name AS n"", ""cast_info AS ci"", ""company_name AS cn"", ""movie_companies AS mc"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 5917777408, ""input_bounds"": [1312273, 200602624]}]",5917777408,0.010333,mk k t mc cn ci n an
SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON mk.keyword_id = k.id AND k.keyword = 'character-name-in-title' JOIN title AS t ON t.id = mk.movie_id JOIN movie_companies AS mc ON t.id = mc.movie_id AND mc.movie_id = mk.movie_id JOIN company_name AS cn ON mc.company_id = cn.id AND cn.country_code = '[us]' JOIN cast_info AS ci ON ci.movie_id = t.id AND ci.movie_id = mc.movie_id AND ci.movie_id = mk.movie_id JOIN name AS n ON n.id = ci.person_id AND n.name LIKE 'B%',17a,True,"[{""join"": [""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 6447, ""input_bounds"": []}, {""join"": [""company_name AS cn"", ""movie_companies AS mc"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 441856, ""input_bounds"": [4958296, 6447]}, {""join"": [""name AS n"", ""cast_info AS ci"", ""company_name AS cn"", ""movie_companies AS mc"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 200602624, ""input_bounds"": [63475827, 441856]}]",200602624,0.008321,mk k t mc cn ci n
SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON mk.keyword_id = k.id AND k.keyword = 'character-name-in-title' JOIN title AS t ON t.id = mk.movie_id JOIN movie_companies AS mc ON t.id = mc.movie_id AND mc.movie_id = mk.movie_id JOIN company_name AS cn ON mc.company_id = cn.id JOIN cast_info AS ci ON ci.movie_id = t.id AND ci.movie_id = mc.movie_id AND ci.movie_id = mk.movie_id JOIN name AS n ON n.id = ci.person_id AND n.name LIKE 'Z%',17b,True,"[{""join"": [""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 6447, ""input_bounds"": []}, {""join"": [""company_name AS cn"", ""movie_companies AS mc"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 441856, ""input_bounds"": [4958296, 6447]}, {""join"": [""name AS n"", ""cast_info AS ci"", ""company_name AS cn"", ""movie_companies AS mc"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 200602624, ""input_bounds"": [63475827, 441856]}]",200602624,0.007874,mk k t mc cn ci n
"SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON mk.keyword_id = k.id AND k.keyword = 'character-name-in-title' JOIN title AS t ON t.id = mk.movie_id JOIN movie_companies AS mc ON t.id = mc.movie_id AND mc.movie_id = mk.movie_id JOIN company_name AS cn ON mc.company_id = cn.id JOIN (SELECT n.id AS n_id, ci.movie_id AS ci_movie_id, ci.person_id AS ci_person_id FROM cast_info AS ci JOIN name AS n ON n.id = ci.person_id AND n.name LIKE 'X%') AS ci_n ON ci_n.ci_movie_id = t.id AND ci_n.ci_movie_id = mc.movie_id AND ci_n.ci_movie_id = mk.movie_id",17c,True,"[{""join"": [""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 6447, ""input_bounds"": []}, {""join"": [""company_name AS cn"", ""movie_companies AS mc"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 441856, ""input_bounds"": [4958296, 6447]}, {""join"": [""name AS n"", ""cast_info AS ci"", ""company_name AS cn"", ""movie_companies AS mc"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 200602624, ""input_bounds"": [63475827, 441856]}]",200602624,0.00786,mk k t mc cn (ci n)
