query,label,optimization_success,ues_bounds,optimization_time
"SELECT COUNT(*) FROM aka_name AS an JOIN name AS n ON an.person_id = n.id AND n.gender = 'f' AND n.name LIKE '%An%' JOIN cast_info AS ci ON n.id = ci.person_id AND an.person_id = ci.person_id AND ci.note IN ('(voice)', '(voice: Japanese version)', '(voice) (uncredited)', '(voice: English version)') JOIN role_type AS rt ON ci.role_id = rt.id AND rt.role = 'actress' JOIN char_name AS chn ON chn.id = ci.person_role_id JOIN title AS t ON ci.movie_id = t.id JOIN movie_companies AS mc ON t.id = mc.movie_id AND ci.movie_id = mc.movie_id JOIN company_name AS cn ON mc.company_id = cn.id AND cn.country_code = '[us]'",9c,True,"[{'join': [name AS n, aka_name AS an], 'bound': 1312273}, {'join': [title AS t, char_name AS chn, role_type AS rt, cast_info AS ci, name AS n, aka_name AS an], 'bound': 132120854.99999999}, {'join': [company_name AS cn, movie_companies AS mc, title AS t, char_name AS chn, role_type AS rt, cast_info AS ci, name AS n, aka_name AS an], 'bound': 19950249105.0}]",0.005953
"SELECT COUNT(*) FROM aka_name AS an JOIN name AS n ON an.person_id = n.id AND n.gender = 'f' JOIN cast_info AS ci ON n.id = ci.person_id AND an.person_id = ci.person_id AND ci.note IN ('(voice)', '(voice: Japanese version)', '(voice) (uncredited)', '(voice: English version)') JOIN role_type AS rt ON ci.role_id = rt.id AND rt.role = 'actress' JOIN char_name AS chn ON chn.id = ci.person_role_id JOIN title AS t ON ci.movie_id = t.id JOIN movie_companies AS mc ON t.id = mc.movie_id AND ci.movie_id = mc.movie_id JOIN company_name AS cn ON mc.company_id = cn.id AND cn.country_code = '[us]'",9d,True,"[{'join': [name AS n, aka_name AS an], 'bound': 1312273}, {'join': [title AS t, char_name AS chn, role_type AS rt, cast_info AS ci, name AS n, aka_name AS an], 'bound': 132120854.99999999}, {'join': [company_name AS cn, movie_companies AS mc, title AS t, char_name AS chn, role_type AS rt, cast_info AS ci, name AS n, aka_name AS an], 'bound': 19950249105.0}]",0.005863
SELECT COUNT(*) FROM cast_info AS ci JOIN role_type AS rt ON rt.id = ci.role_id AND rt.role = 'actor' AND ci.note LIKE '%(voice)%' AND ci.note LIKE '%(uncredited)%' JOIN title AS t ON t.id = ci.movie_id AND t.production_year > 2005 JOIN char_name AS chn ON chn.id = ci.person_role_id JOIN movie_companies AS mc ON t.id = mc.movie_id AND ci.movie_id = mc.movie_id JOIN company_type AS ct ON ct.id = mc.company_type_id JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[ru]',10a,True,"[{'join': [char_name AS chn, title AS t, role_type AS rt, cast_info AS ci], 'bound': 37054}, {'join': [company_name AS cn, company_type AS ct, movie_companies AS mc, char_name AS chn, title AS t, role_type AS rt, cast_info AS ci], 'bound': 5595154.0}]",0.006034
SELECT COUNT(*) FROM cast_info AS ci JOIN role_type AS rt ON rt.id = ci.role_id AND rt.role = 'actor' AND ci.note LIKE '%(producer)%' JOIN title AS t ON t.id = ci.movie_id AND t.production_year > 2010 JOIN char_name AS chn ON chn.id = ci.person_role_id JOIN movie_companies AS mc ON t.id = mc.movie_id AND ci.movie_id = mc.movie_id JOIN company_type AS ct ON ct.id = mc.company_type_id JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[ru]',10b,True,"[{'join': [char_name AS chn, title AS t, role_type AS rt, cast_info AS ci], 'bound': 2829489}, {'join': [company_name AS cn, company_type AS ct, movie_companies AS mc, char_name AS chn, title AS t, role_type AS rt, cast_info AS ci], 'bound': 427252839.0}]",0.005287
SELECT COUNT(*) FROM cast_info AS ci JOIN role_type AS rt ON rt.id = ci.role_id AND ci.note LIKE '%(producer)%' JOIN title AS t ON t.id = ci.movie_id AND t.production_year > 1990 JOIN char_name AS chn ON chn.id = ci.person_role_id JOIN movie_companies AS mc ON t.id = mc.movie_id AND ci.movie_id = mc.movie_id JOIN company_type AS ct ON ct.id = mc.company_type_id JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[us]',10c,True,"[{'join': [char_name AS chn, title AS t, role_type AS rt, cast_info AS ci], 'bound': 2829489}, {'join': [company_name AS cn, company_type AS ct, movie_companies AS mc, char_name AS chn, title AS t, role_type AS rt, cast_info AS ci], 'bound': 427252839.0}]",0.004112
"SELECT COUNT(*) FROM movie_link AS ml JOIN link_type AS lt ON lt.id = ml.link_type_id AND lt.link LIKE '%follow%' JOIN title AS t ON ml.movie_id = t.id AND t.production_year BETWEEN 1950 AND 2000 JOIN movie_companies AS mc ON t.id = mc.movie_id AND ml.movie_id = mc.movie_id AND mc.note IS NULL JOIN company_type AS ct ON mc.company_type_id = ct.id AND ct.kind = 'production companies' JOIN company_name AS cn ON mc.company_id = cn.id AND cn.country_code <> '[pl]' AND (cn.name LIKE '%Film%' OR cn.name LIKE '%Warner%') JOIN (SELECT mk.movie_id AS mk_movie_id, mk.keyword_id AS mk_keyword_id, k.id AS k_id FROM movie_keyword AS mk JOIN keyword AS k ON mk.keyword_id = k.id AND k.keyword = 'sequel') AS k_mk ON t.id = k_mk.mk_movie_id AND ml.movie_id = k_mk.mk_movie_id AND k_mk.mk_movie_id = mc.movie_id",11a,True,"[{'join': [title AS t, link_type AS lt, movie_link AS ml], 'bound': 8593}, {'join': [company_name AS cn, company_type AS ct, movie_companies AS mc, title AS t, link_type AS lt, movie_link AS ml], 'bound': 1297543.0}, {'join': [keyword AS k, movie_keyword AS mk, company_name AS cn, company_type AS ct, movie_companies AS mc, title AS t, link_type AS lt, movie_link AS ml], 'bound': 13330582.0}]",0.009358
"SELECT COUNT(*) FROM movie_companies AS mc JOIN company_type AS ct ON mc.company_type_id = ct.id AND ct.kind = 'production companies' AND mc.note IS NULL JOIN title AS t ON t.id = mc.movie_id AND t.production_year = 1998 AND t.title LIKE '%Money%' JOIN company_name AS cn ON mc.company_id = cn.id AND cn.country_code <> '[pl]' AND (cn.name LIKE '%Film%' OR cn.name LIKE '%Warner%') JOIN (SELECT lt.id AS lt_id, ml.link_type_id AS ml_link_type_id, ml.movie_id AS ml_movie_id FROM movie_link AS ml JOIN link_type AS lt ON lt.id = ml.link_type_id AND lt.link LIKE '%follows%') AS lt_ml ON lt_ml.ml_movie_id = t.id AND lt_ml.ml_movie_id = mc.movie_id JOIN (SELECT mk.movie_id AS mk_movie_id, mk.keyword_id AS mk_keyword_id, k.id AS k_id FROM movie_keyword AS mk JOIN keyword AS k ON mk.keyword_id = k.id AND k.keyword = 'sequel') AS k_mk ON t.id = k_mk.mk_movie_id AND lt_ml.ml_movie_id = k_mk.mk_movie_id AND k_mk.mk_movie_id = mc.movie_id",11b,True,"[{'join': [company_name AS cn, title AS t, company_type AS ct, movie_companies AS mc], 'bound': 755}, {'join': [link_type AS lt, movie_link AS ml, company_name AS cn, title AS t, company_type AS ct, movie_companies AS mc], 'bound': 429595.0}, {'join': [keyword AS k, movie_keyword AS mk, link_type AS lt, movie_link AS ml, company_name AS cn, title AS t, company_type AS ct, movie_companies AS mc], 'bound': 50232458.0}]",0.008773
"SELECT COUNT(*) FROM movie_link AS ml JOIN link_type AS lt ON lt.id = ml.link_type_id JOIN title AS t ON ml.movie_id = t.id AND t.production_year > 1950 JOIN movie_companies AS mc ON t.id = mc.movie_id AND ml.movie_id = mc.movie_id AND mc.note IS NOT NULL JOIN company_type AS ct ON mc.company_type_id = ct.id AND ct.kind <> 'production companies' AND ct.kind IS NOT NULL JOIN company_name AS cn ON mc.company_id = cn.id AND cn.country_code <> '[pl]' AND (cn.name LIKE '20th Century Fox%' OR cn.name LIKE 'Twentieth Century Fox%') JOIN (SELECT mk.movie_id AS mk_movie_id, mk.keyword_id AS mk_keyword_id, k.id AS k_id FROM movie_keyword AS mk JOIN keyword AS k ON mk.keyword_id = k.id AND k.keyword IN ('sequel', 'revenge', 'based-on-novel')) AS k_mk ON t.id = k_mk.mk_movie_id AND ml.movie_id = k_mk.mk_movie_id AND k_mk.mk_movie_id = mc.movie_id",11c,True,"[{'join': [title AS t, link_type AS lt, movie_link AS ml], 'bound': 29997}, {'join': [company_name AS cn, company_type AS ct, movie_companies AS mc, title AS t, link_type AS lt, movie_link AS ml], 'bound': 4529547.0}, {'join': [keyword AS k, movie_keyword AS mk, company_name AS cn, company_type AS ct, movie_companies AS mc, title AS t, link_type AS lt, movie_link AS ml], 'bound': 39991746.0}]",0.0087
"SELECT COUNT(*) FROM movie_link AS ml JOIN link_type AS lt ON lt.id = ml.link_type_id JOIN title AS t ON ml.movie_id = t.id AND t.production_year > 1950 JOIN movie_companies AS mc ON t.id = mc.movie_id AND ml.movie_id = mc.movie_id AND mc.note IS NOT NULL JOIN company_type AS ct ON mc.company_type_id = ct.id AND ct.kind <> 'production companies' AND ct.kind IS NOT NULL JOIN company_name AS cn ON mc.company_id = cn.id AND cn.country_code <> '[pl]' JOIN (SELECT mk.movie_id AS mk_movie_id, mk.keyword_id AS mk_keyword_id, k.id AS k_id FROM movie_keyword AS mk JOIN keyword AS k ON mk.keyword_id = k.id AND k.keyword IN ('sequel', 'revenge', 'based-on-novel')) AS k_mk ON t.id = k_mk.mk_movie_id AND ml.movie_id = k_mk.mk_movie_id AND k_mk.mk_movie_id = mc.movie_id",11d,True,"[{'join': [title AS t, link_type AS lt, movie_link AS ml], 'bound': 29997}, {'join': [company_name AS cn, company_type AS ct, movie_companies AS mc, title AS t, link_type AS lt, movie_link AS ml], 'bound': 4529547.0}, {'join': [keyword AS k, movie_keyword AS mk, company_name AS cn, company_type AS ct, movie_companies AS mc, title AS t, link_type AS lt, movie_link AS ml], 'bound': 39991746.0}]",0.007037
"SELECT COUNT(*) FROM movie_info_idx AS mi_idx JOIN info_type AS it2 ON mi_idx.info_type_id = it2.id AND it2.info = 'rating' AND mi_idx.info > '8.0' JOIN title AS t ON t.id = mi_idx.movie_id AND t.production_year BETWEEN 2005 AND 2008 JOIN movie_info AS mi ON t.id = mi.movie_id AND mi.movie_id = mi_idx.movie_id AND mi.info IN ('Drama', 'Horror') JOIN info_type AS it1 ON mi.info_type_id = it1.id AND it1.info = 'genres' JOIN (SELECT mc.movie_id AS mc_movie_id, mc.company_type_id AS mc_company_type_id, mc.company_id AS mc_company_id, cn.id AS cn_id, ct.id AS ct_id FROM movie_companies AS mc JOIN company_type AS ct ON ct.id = mc.company_type_id AND ct.kind = 'production companies' JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[us]') AS cn_ct_mc ON t.id = cn_ct_mc.mc_movie_id AND cn_ct_mc.mc_movie_id = mi.movie_id AND cn_ct_mc.mc_movie_id = mi_idx.movie_id",12a,True,"[{'join': [title AS t, info_type AS it2, movie_info_idx AS mi_idx], 'bound': 218191}, {'join': [info_type AS it1, movie_info AS mi, title AS t, info_type AS it2, movie_info_idx AS mi_idx], 'bound': 1859788.0}, {'join': [company_name AS cn, company_type AS ct, movie_companies AS mc, info_type AS it1, movie_info AS mi, title AS t, info_type AS it2, movie_info_idx AS mi_idx], 'bound': 280827988.0}]",0.010581
"SELECT COUNT(*) FROM movie_info_idx AS mi_idx JOIN info_type AS it2 ON mi_idx.info_type_id = it2.id AND it2.info = 'bottom 10 rank' JOIN title AS t ON t.id = mi_idx.movie_id AND t.production_year > 2000 AND (t.title LIKE 'Birdemic%' OR t.title LIKE '%Movie%') JOIN movie_companies AS mc ON t.id = mc.movie_id AND mc.movie_id = mi_idx.movie_id JOIN company_type AS ct ON ct.id = mc.company_type_id AND ct.kind IS NOT NULL AND (ct.kind = 'production companies' OR ct.kind = 'distributors') JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[us]' JOIN (SELECT it1.id AS it1_id, mi.movie_id AS mi_movie_id, mi.info_type_id AS mi_info_type_id FROM movie_info AS mi JOIN info_type AS it1 ON mi.info_type_id = it1.id AND it1.info = 'budget') AS it1_mi ON t.id = it1_mi.mi_movie_id AND mc.movie_id = it1_mi.mi_movie_id AND it1_mi.mi_movie_id = mi_idx.movie_id",12b,True,"[{'join': [title AS t, info_type AS it2, movie_info_idx AS mi_idx], 'bound': 2052}, {'join': [company_name AS cn, company_type AS ct, movie_companies AS mc, title AS t, info_type AS it2, movie_info_idx AS mi_idx], 'bound': 309852.0}, {'join': [info_type AS it1, movie_info AS mi, company_name AS cn, company_type AS ct, movie_companies AS mc, title AS t, info_type AS it2, movie_info_idx AS mi_idx], 'bound': 820406707.0000001}]",0.009855
"SELECT COUNT(*) FROM movie_info_idx AS mi_idx JOIN info_type AS it2 ON mi_idx.info_type_id = it2.id AND it2.info = 'rating' AND mi_idx.info > '7.0' JOIN title AS t ON t.id = mi_idx.movie_id AND t.production_year BETWEEN 2000 AND 2010 JOIN movie_info AS mi ON t.id = mi.movie_id AND mi.movie_id = mi_idx.movie_id AND mi.info IN ('Drama', 'Horror', 'Western', 'Family') JOIN info_type AS it1 ON mi.info_type_id = it1.id AND it1.info = 'genres' JOIN (SELECT mc.movie_id AS mc_movie_id, mc.company_type_id AS mc_company_type_id, mc.company_id AS mc_company_id, cn.id AS cn_id, ct.id AS ct_id FROM movie_companies AS mc JOIN company_type AS ct ON ct.id = mc.company_type_id AND ct.kind = 'production companies' JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[us]') AS cn_ct_mc ON t.id = cn_ct_mc.mc_movie_id AND cn_ct_mc.mc_movie_id = mi.movie_id AND cn_ct_mc.mc_movie_id = mi_idx.movie_id",12c,True,"[{'join': [title AS t, info_type AS it2, movie_info_idx AS mi_idx], 'bound': 527519}, {'join': [info_type AS it1, movie_info AS mi, title AS t, info_type AS it2, movie_info_idx AS mi_idx], 'bound': 2169356.0}, {'join': [company_name AS cn, company_type AS ct, movie_companies AS mc, info_type AS it1, movie_info AS mi, title AS t, info_type AS it2, movie_info_idx AS mi_idx], 'bound': 327572756.0}]",0.009903
"SELECT COUNT(*) FROM movie_info_idx AS miidx JOIN info_type AS it ON it.id = miidx.info_type_id AND it.info = 'rating' JOIN title AS t ON miidx.movie_id = t.id JOIN kind_type AS kt ON kt.id = t.kind_id AND kt.kind = 'movie' JOIN (SELECT mc.movie_id AS mc_movie_id, mc.company_type_id AS mc_company_type_id, mc.company_id AS mc_company_id, cn.id AS cn_id, ct.id AS ct_id FROM movie_companies AS mc JOIN company_type AS ct ON ct.id = mc.company_type_id AND ct.kind = 'production companies' JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[de]') AS cn_ct_mc ON cn_ct_mc.mc_movie_id = t.id AND miidx.movie_id = cn_ct_mc.mc_movie_id JOIN (SELECT it2.id AS it2_id, mi.movie_id AS mi_movie_id, mi.info_type_id AS mi_info_type_id FROM movie_info AS mi JOIN info_type AS it2 ON it2.id = mi.info_type_id AND it2.info = 'release dates') AS it2_mi ON it2_mi.mi_movie_id = t.id AND it2_mi.mi_movie_id = miidx.movie_id AND it2_mi.mi_movie_id = cn_ct_mc.mc_movie_id",13a,True,"[{'join': [kind_type AS kt, title AS t, info_type AS it, movie_info_idx AS miidx], 'bound': 789155}, {'join': [company_name AS cn, company_type AS ct, movie_companies AS mc, kind_type AS kt, title AS t, info_type AS it, movie_info_idx AS miidx], 'bound': 11637872.0}, {'join': [info_type AS it2, movie_info AS mi, company_name AS cn, company_type AS ct, movie_companies AS mc, kind_type AS kt, title AS t, info_type AS it, movie_info_idx AS miidx], 'bound': 820406707.0000001}]",0.008918
"SELECT COUNT(*) FROM movie_info_idx AS miidx JOIN info_type AS it ON it.id = miidx.info_type_id AND it.info = 'rating' JOIN title AS t ON miidx.movie_id = t.id AND t.title <> '' AND (t.title LIKE '%Champion%' OR t.title LIKE '%Loser%') JOIN kind_type AS kt ON kt.id = t.kind_id AND kt.kind = 'movie' JOIN (SELECT mc.movie_id AS mc_movie_id, mc.company_type_id AS mc_company_type_id, mc.company_id AS mc_company_id, cn.id AS cn_id, ct.id AS ct_id FROM movie_companies AS mc JOIN company_type AS ct ON ct.id = mc.company_type_id AND ct.kind = 'production companies' JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[us]') AS cn_ct_mc ON cn_ct_mc.mc_movie_id = t.id AND miidx.movie_id = cn_ct_mc.mc_movie_id JOIN (SELECT it2.id AS it2_id, mi.movie_id AS mi_movie_id, mi.info_type_id AS mi_info_type_id FROM movie_info AS mi JOIN info_type AS it2 ON it2.id = mi.info_type_id AND it2.info = 'release dates') AS it2_mi ON it2_mi.mi_movie_id = t.id AND it2_mi.mi_movie_id = miidx.movie_id AND it2_mi.mi_movie_id = cn_ct_mc.mc_movie_id",13b,True,"[{'join': [kind_type AS kt, title AS t, info_type AS it, movie_info_idx AS miidx], 'bound': 24680}, {'join': [company_name AS cn, company_type AS ct, movie_companies AS mc, kind_type AS kt, title AS t, info_type AS it, movie_info_idx AS miidx], 'bound': 3726680.0}, {'join': [info_type AS it2, movie_info AS mi, company_name AS cn, company_type AS ct, movie_companies AS mc, kind_type AS kt, title AS t, info_type AS it, movie_info_idx AS miidx], 'bound': 820406707.0000001}]",0.009322
"SELECT COUNT(*) FROM movie_info_idx AS miidx JOIN info_type AS it ON it.id = miidx.info_type_id AND it.info = 'rating' JOIN title AS t ON miidx.movie_id = t.id AND t.title <> '' AND (t.title LIKE 'Champion%' OR t.title LIKE 'Loser%') JOIN kind_type AS kt ON kt.id = t.kind_id AND kt.kind = 'movie' JOIN (SELECT mc.movie_id AS mc_movie_id, mc.company_type_id AS mc_company_type_id, mc.company_id AS mc_company_id, cn.id AS cn_id, ct.id AS ct_id FROM movie_companies AS mc JOIN company_type AS ct ON ct.id = mc.company_type_id AND ct.kind = 'production companies' JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[us]') AS cn_ct_mc ON cn_ct_mc.mc_movie_id = t.id AND miidx.movie_id = cn_ct_mc.mc_movie_id JOIN (SELECT it2.id AS it2_id, mi.movie_id AS mi_movie_id, mi.info_type_id AS mi_info_type_id FROM movie_info AS mi JOIN info_type AS it2 ON it2.id = mi.info_type_id AND it2.info = 'release dates') AS it2_mi ON it2_mi.mi_movie_id = t.id AND it2_mi.mi_movie_id = miidx.movie_id AND it2_mi.mi_movie_id = cn_ct_mc.mc_movie_id",13c,True,"[{'join': [kind_type AS kt, title AS t, info_type AS it, movie_info_idx AS miidx], 'bound': 3224}, {'join': [company_name AS cn, company_type AS ct, movie_companies AS mc, kind_type AS kt, title AS t, info_type AS it, movie_info_idx AS miidx], 'bound': 486824.0}, {'join': [info_type AS it2, movie_info AS mi, company_name AS cn, company_type AS ct, movie_companies AS mc, kind_type AS kt, title AS t, info_type AS it, movie_info_idx AS miidx], 'bound': 820406707.0000001}]",0.009512
"SELECT COUNT(*) FROM movie_info_idx AS miidx JOIN info_type AS it ON it.id = miidx.info_type_id AND it.info = 'rating' JOIN title AS t ON miidx.movie_id = t.id JOIN kind_type AS kt ON kt.id = t.kind_id AND kt.kind = 'movie' JOIN (SELECT mc.movie_id AS mc_movie_id, mc.company_type_id AS mc_company_type_id, mc.company_id AS mc_company_id, cn.id AS cn_id, ct.id AS ct_id FROM movie_companies AS mc JOIN company_type AS ct ON ct.id = mc.company_type_id AND ct.kind = 'production companies' JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[us]') AS cn_ct_mc ON cn_ct_mc.mc_movie_id = t.id AND miidx.movie_id = cn_ct_mc.mc_movie_id JOIN (SELECT it2.id AS it2_id, mi.movie_id AS mi_movie_id, mi.info_type_id AS mi_info_type_id FROM movie_info AS mi JOIN info_type AS it2 ON it2.id = mi.info_type_id AND it2.info = 'release dates') AS it2_mi ON it2_mi.mi_movie_id = t.id AND it2_mi.mi_movie_id = miidx.movie_id AND it2_mi.mi_movie_id = cn_ct_mc.mc_movie_id",13d,True,"[{'join': [kind_type AS kt, title AS t, info_type AS it, movie_info_idx AS miidx], 'bound': 789155}, {'join': [company_name AS cn, company_type AS ct, movie_companies AS mc, kind_type AS kt, title AS t, info_type AS it, movie_info_idx AS miidx], 'bound': 11637872.0}, {'join': [info_type AS it2, movie_info AS mi, company_name AS cn, company_type AS ct, movie_companies AS mc, kind_type AS kt, title AS t, info_type AS it, movie_info_idx AS miidx], 'bound': 820406707.0000001}]",0.007649
"SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword IN ('murder', 'murder-in-title', 'blood', 'violence') JOIN title AS t ON t.id = mk.movie_id AND t.production_year > 2010 JOIN kind_type AS kt ON kt.id = t.kind_id AND kt.kind = 'movie' JOIN (SELECT mi_idx.movie_id AS mi_idx_movie_id, mi_idx.info_type_id AS mi_idx_info_type_id, it2.id AS it2_id FROM movie_info_idx AS mi_idx JOIN info_type AS it2 ON it2.id = mi_idx.info_type_id AND it2.info = 'rating' AND mi_idx.info < '8.5') AS it2_mi_idx ON t.id = it2_mi_idx.mi_idx_movie_id AND mk.movie_id = it2_mi_idx.mi_idx_movie_id JOIN movie_info AS mi ON t.id = mi.movie_id AND mk.movie_id = mi.movie_id AND mi.movie_id = it2_mi_idx.mi_idx_movie_id AND mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'USA', 'American') JOIN info_type AS it1 ON it1.id = mi.info_type_id AND it1.info = 'countries'",14a,True,"[{'join': [kind_type AS kt, title AS t, keyword AS k, movie_keyword AS mk], 'bound': 353128}, {'join': [info_type AS it2, movie_info_idx AS mi_idx, kind_type AS kt, title AS t, keyword AS k, movie_keyword AS mk], 'bound': 1412512.0}, {'join': [info_type AS it1, movie_info AS mi, info_type AS it2, movie_info_idx AS mi_idx, kind_type AS kt, title AS t, keyword AS k, movie_keyword AS mk], 'bound': 4561452.0}]",0.009637
"SELECT COUNT(*) FROM movie_info_idx AS mi_idx JOIN info_type AS it2 ON it2.id = mi_idx.info_type_id AND it2.info = 'rating' AND mi_idx.info > '6.0' JOIN title AS t ON t.id = mi_idx.movie_id AND t.production_year > 2010 AND (t.title LIKE '%murder%' OR t.title LIKE '%Murder%' OR t.title LIKE '%Mord%') JOIN kind_type AS kt ON kt.id = t.kind_id AND kt.kind = 'movie' JOIN (SELECT mk.movie_id AS mk_movie_id, mk.keyword_id AS mk_keyword_id, k.id AS k_id FROM movie_keyword AS mk JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword IN ('murder', 'murder-in-title')) AS k_mk ON t.id = k_mk.mk_movie_id AND k_mk.mk_movie_id = mi_idx.movie_id JOIN movie_info AS mi ON t.id = mi.movie_id AND k_mk.mk_movie_id = mi.movie_id AND mi.movie_id = mi_idx.movie_id AND mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'USA', 'American') JOIN info_type AS it1 ON it1.id = mi.info_type_id AND it1.info = 'countries'",14b,True,"[{'join': [kind_type AS kt, title AS t, info_type AS it2, movie_info_idx AS mi_idx], 'bound': 26188}, {'join': [keyword AS k, movie_keyword AS mk, kind_type AS kt, title AS t, info_type AS it2, movie_info_idx AS mi_idx], 'bound': 706256.0}, {'join': [info_type AS it1, movie_info AS mi, keyword AS k, movie_keyword AS mk, kind_type AS kt, title AS t, info_type AS it2, movie_info_idx AS mi_idx], 'bound': 1112994288.0}]",0.010552
"SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword IS NOT NULL AND k.keyword IN ('murder', 'murder-in-title', 'blood', 'violence') JOIN title AS t ON t.id = mk.movie_id AND t.production_year > 2005 JOIN kind_type AS kt ON kt.id = t.kind_id AND kt.kind IN ('movie', 'episode') JOIN (SELECT mi_idx.movie_id AS mi_idx_movie_id, mi_idx.info_type_id AS mi_idx_info_type_id, it2.id AS it2_id FROM movie_info_idx AS mi_idx JOIN info_type AS it2 ON it2.id = mi_idx.info_type_id AND it2.info = 'rating' AND mi_idx.info < '8.5') AS it2_mi_idx ON t.id = it2_mi_idx.mi_idx_movie_id AND mk.movie_id = it2_mi_idx.mi_idx_movie_id JOIN movie_info AS mi ON t.id = mi.movie_id AND mk.movie_id = mi.movie_id AND mi.movie_id = it2_mi_idx.mi_idx_movie_id AND mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Danish', 'Norwegian', 'German', 'USA', 'American') JOIN info_type AS it1 ON it1.id = mi.info_type_id AND it1.info = 'countries'",14c,True,"[{'join': [kind_type AS kt, title AS t, keyword AS k, movie_keyword AS mk], 'bound': 353128}, {'join': [info_type AS it2, movie_info_idx AS mi_idx, kind_type AS kt, title AS t, keyword AS k, movie_keyword AS mk], 'bound': 1412512.0}, {'join': [info_type AS it1, movie_info AS mi, info_type AS it2, movie_info_idx AS mi_idx, kind_type AS kt, title AS t, keyword AS k, movie_keyword AS mk], 'bound': 4602008.0}]",0.010035
SELECT COUNT(*) FROM movie_info AS mi JOIN info_type AS it1 ON it1.id = mi.info_type_id AND it1.info = 'release dates' AND mi.note LIKE '%internet%' AND mi.info LIKE 'USA:% 200%' JOIN title AS t ON t.id = mi.movie_id AND t.production_year > 2000 JOIN aka_title AS at ON t.id = at.movie_id AND mi.movie_id = at.movie_id JOIN movie_companies AS mc ON t.id = mc.movie_id AND mi.movie_id = mc.movie_id AND mc.movie_id = at.movie_id AND mc.note LIKE '%(200%)%' AND mc.note LIKE '%(worldwide)%' JOIN company_type AS ct ON ct.id = mc.company_type_id JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[us]' JOIN movie_keyword AS mk ON t.id = mk.movie_id AND mk.movie_id = mi.movie_id AND mk.movie_id = mc.movie_id AND mk.movie_id = at.movie_id JOIN keyword AS k ON k.id = mk.keyword_id,15a,True,"[{'join': [title AS t, info_type AS it1, movie_info AS mi], 'bound': 1100}, {'join': [aka_title AS at, title AS t, info_type AS it1, movie_info AS mi], 'bound': 51700.0}, {'join': [company_name AS cn, company_type AS ct, movie_companies AS mc, aka_title AS at, title AS t, info_type AS it1, movie_info AS mi], 'bound': 1058769.0}, {'join': [keyword AS k, movie_keyword AS mk, company_name AS cn, company_type AS ct, movie_companies AS mc, aka_title AS at, title AS t, info_type AS it1, movie_info AS mi], 'bound': 1033358544.0}]",0.010522
SELECT COUNT(*) FROM movie_info AS mi JOIN info_type AS it1 ON it1.id = mi.info_type_id AND it1.info = 'release dates' AND mi.note LIKE '%internet%' AND mi.info LIKE 'USA:% 200%' JOIN title AS t ON t.id = mi.movie_id AND t.production_year BETWEEN 2005 AND 2010 JOIN aka_title AS at ON t.id = at.movie_id AND mi.movie_id = at.movie_id JOIN movie_companies AS mc ON t.id = mc.movie_id AND mi.movie_id = mc.movie_id AND mc.movie_id = at.movie_id AND mc.note LIKE '%(200%)%' AND mc.note LIKE '%(worldwide)%' JOIN company_type AS ct ON ct.id = mc.company_type_id JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[us]' AND cn.name = 'YouTube' JOIN movie_keyword AS mk ON t.id = mk.movie_id AND mk.movie_id = mi.movie_id AND mk.movie_id = mc.movie_id AND mk.movie_id = at.movie_id JOIN keyword AS k ON k.id = mk.keyword_id,15b,True,"[{'join': [title AS t, info_type AS it1, movie_info AS mi], 'bound': 1100}, {'join': [aka_title AS at, title AS t, info_type AS it1, movie_info AS mi], 'bound': 51700.0}, {'join': [company_name AS cn, company_type AS ct, movie_companies AS mc, aka_title AS at, title AS t, info_type AS it1, movie_info AS mi], 'bound': 1058769.0}, {'join': [keyword AS k, movie_keyword AS mk, company_name AS cn, company_type AS ct, movie_companies AS mc, aka_title AS at, title AS t, info_type AS it1, movie_info AS mi], 'bound': 1033358544.0}]",0.00934
